"","Q1","Q2","Q3","Q4","Q5","Province"
"7909","1","Liberal","Standstill","1","Conservative","Ontario"
"7910","1","Liberal","Wrong","2","BlocQbc","Alberta"
"7911","1","Liberal","Wrong","2","Green","Quebec"
"7912","1","Liberal","Right","1","BlocQbc","Ontario"
"7913","1","Liberal","Wrong","4","BlocQbc","Alberta"
"7914","1","Liberal","Wrong","3","Liberal","Saskatchewan"
"7915","1","Conservative","Standstill","4","BlocQbc","Ontario"
"7916","1","Green","Wrong","3","Liberal","Quebec"
"7917","1","Conservative","Wrong","1","ndp","Ontario"
"7918","1","Liberal","Unsure","2","Conservative","Saskatchewan"
"7919","1","Liberal","Unsure","1","Liberal","Quebec"
"7920","1","Liberal","Right","5","ndp","Ontario"
"7921","1","Conservative","Wrong","4","Liberal","British Columbia"
"7922","1","Conservative","Wrong","4","Liberal","Quebec"
"7923","1","Conservative","Unsure","3","Green","Ontario"
"7924","1","Liberal","Right","2","Liberal","British Columbia"
"7925","1","Conservative","Right","1","Liberal","Nova Scotia"
"7926","1","Conservative","Standstill","2","Conservative","Ontario"
"7927","1","Conservative","Right","5","Conservative","Ontario"
"7928","0",NA,"Wrong","2",NA,"Ontario"
"7929","1","Green","Right","1","Liberal","Nova Scotia"
"7930","0",NA,"Right","4",NA,"Ontario"
"7931","1","Liberal","Wrong","4","Liberal","Ontario"
"7932","1","Liberal","Standstill","2","Conservative","Alberta"
"7933","1","Green","Standstill","5","Liberal","British Columbia"
"7934","1","Conservative","Wrong","4","ndp","Manitoba"
"7935","1","Liberal","Right","2","Green","British Columbia"
"7936","1","Conservative","Right","3","Liberal","Alberta"
"7937","1","Liberal","Wrong","4","Liberal","Alberta"
"7938","1","Liberal","Wrong","3","Conservative","Quebec"
"7939","1","Conservative","Standstill","1","Liberal","Ontario"
"7940","1","Conservative","Standstill","1","Liberal","Ontario"
"7941","1","Liberal","Right","2","Liberal","British Columbia"
"7942","1","Conservative","Wrong","1","Conservative","British Columbia"
"7943","1","Liberal","Wrong","3","ndp","Ontario"
"7944","1","Liberal","Wrong","1","Liberal","British Columbia"
"7945","1","Liberal","Wrong","1","Conservative","Quebec"
"7946","1","Conservative","Wrong","4","Conservative","Alberta"
"7947","1","Conservative","Wrong","2","Conservative","Ontario"
"7948","1","Conservative","Wrong","2","Conservative","Ontario"
"7949","1","Liberal","Right","1","Green","Quebec"
"7950","1","Conservative","Unsure","4","Liberal","Quebec"
"7951","1","Liberal","Right","3","Conservative","Alberta"
"7952","1","Liberal","Wrong","2","Conservative","Quebec"
"7953","1","PreferNot","Wrong","5","Conservative","Ontario"
"7954","1","Conservative","Standstill","3","Conservative","Ontario"
"7955","1","Liberal","Right","3","Conservative","Ontario"
"7956","1","Conservative","Unsure","3","ndp","Ontario"
"7957","1","Conservative","Wrong","4","Liberal","Alberta"
"7958","1","Conservative","Standstill","2","Liberal","Ontario"
"7959","1","BlocQbc","Wrong","4","ndp","Ontario"
"7960","1","BlocQbc","Standstill","4","Liberal","Ontario"
"7961","1","Conservative","Wrong","2","Liberal","British Columbia"
"7962","1","Liberal","Right","4","Liberal","Ontario"
"7963","1","BlocQbc","Standstill","2","Liberal","Ontario"
"7964","1","ndp","Wrong","5","Liberal","New Brunswick"
"7965","1","Liberal","Right","3","Conservative","Quebec"
"7966","1","Liberal","Unsure","3","BlocQbc","Manitoba"
"7967","1","Other","Wrong","3","Liberal","Ontario"
"7968","0",NA,"Wrong","3",NA,"British Columbia"
"7969","1","Conservative","Right","2","Conservative","Ontario"
"7970","1","BlocQbc","Wrong","3","Liberal","Ontario"
"7971","1","Conservative","Right","2","Liberal","Ontario"
"7972","1","Conservative","Right","4","Other","British Columbia"
"7973","1","Liberal","Standstill","2","ndp","Alberta"
"7974","1","Conservative","Wrong","5","Conservative","Quebec"
"7975","1","BlocQbc","Right","1","Conservative","British Columbia"
"7976","1","BlocQbc","Unsure","2","ndp","Ontario"
"7977","0",NA,"Wrong","1",NA,"Quebec"
"7978","1","Liberal","Wrong","2","Liberal","Prince Edward Island"
"7979","1","ndp","Wrong","4","Liberal","Quebec"
"7980","1","Liberal","Standstill","1","Liberal","Quebec"
"7981","1","Liberal","Right","2","Conservative","Saskatchewan"
"7982","1","Liberal","Wrong","3","Liberal","Manitoba"
"7983","1","Conservative","Right","3","Conservative","Ontario"
"7984","1","BlocQbc","Wrong","1","ndp","British Columbia"
"7985","1","Liberal","Standstill","3","Liberal","Alberta"
"7986","1","ndp","Right","5","Conservative","Quebec"
"7987","1","Liberal","Right","2","Conservative","Alberta"
"7988","1","Liberal","Right","5","Liberal","Ontario"
"7989","0",NA,"Right","4",NA,"Quebec"
"7990","1","ndp","Wrong","1","Conservative","Ontario"
"7991","1","Liberal","Wrong","1","Green","Ontario"
"7992","1","PreferNot","Right","4","Liberal","Ontario"
"7993","1","Liberal","Wrong","4","ndp","Alberta"
"7994","1","Liberal","Wrong","3","Liberal","British Columbia"
"7995","1","ndp","Unsure","3","Liberal","Manitoba"
"7996","1","Conservative","Wrong","2","Liberal","New Brunswick"
"7997","1","Liberal","Wrong","3","Liberal","Alberta"
"7998","1","Liberal","Standstill","3","Liberal","Quebec"
"7999","1","Liberal","Standstill","5","Conservative","Quebec"
"8000","1","Conservative","Standstill","4","Conservative","Ontario"
"8001","1","BlocQbc","Wrong","3","Conservative","Ontario"
"8002","1","Liberal","Unsure","2","Liberal","Ontario"
"8003","1","Green","Wrong","5","Liberal","British Columbia"
"8004","1","Liberal","Unsure","4","Conservative","Quebec"
"8005","1","Conservative","Wrong","3","BlocQbc","Alberta"
"8006","0",NA,"Standstill","1",NA,"Ontario"
"8007","1","ndp","Right","5","Other","Newfoundland and Labrador"
"8008","1","Conservative","Standstill","4","Conservative","British Columbia"
"8009","1","Conservative","Unsure","4","Conservative","Ontario"
"8010","1","Liberal","Right","3","Liberal","Ontario"
"8011","1","Liberal","Wrong","4","Liberal","British Columbia"
"8012","1","Liberal","Standstill","2","Conservative","Ontario"
"8013","1","Conservative","Wrong","2","Liberal","Nova Scotia"
"8014","1","Liberal","Right","4","BlocQbc","Quebec"
"8015","1","Liberal","Standstill","2","Liberal","Ontario"
"8016","0",NA,"Right","3",NA,"Quebec"
"8017","1","Conservative","Wrong","4","Conservative","Alberta"
"8018","1","Liberal","Wrong","4","Green","Quebec"
"8019","1","Liberal","Right","2","Conservative","Ontario"
"8020","1","Conservative","Right","3","Conservative","Ontario"
"8021","1","Liberal","Right","3","Liberal","Quebec"
"8022","1","PreferNot","Right","1","BlocQbc","British Columbia"
"8023","1","Liberal","Standstill","4","Green","Quebec"
"8024","1","BlocQbc","Standstill","3","BlocQbc","Alberta"
"8025","1","Conservative","Right","4","Conservative","Quebec"
"8026","1","Liberal","Wrong","4","Liberal","Ontario"
"8027","1","Liberal","Standstill","4","BlocQbc","Ontario"
"8028","0",NA,"Standstill","2",NA,"Ontario"
"8029","1","Liberal","Standstill","2","Conservative","Alberta"
"8030","0",NA,"Standstill","2",NA,"Ontario"
"8031","1","Conservative","Right","3","Liberal","British Columbia"
"8032","1","BlocQbc","Right","3","Conservative","Ontario"
"8033","1","Conservative","Wrong","1","Liberal","Ontario"
"8034","1","Liberal","Wrong","4","Liberal","Ontario"
"8035","1","BlocQbc","Wrong","2","Conservative","Ontario"
"8036","1","Liberal","Wrong","3","Liberal","Ontario"
"8037","1","Conservative","Right","3","Conservative","Ontario"
"8038","1","BlocQbc","Wrong","2","BlocQbc","Ontario"
"8039","1","Green","Right","4","Liberal","Quebec"
"8040","1","Liberal","Right","4","Liberal","British Columbia"
"8041","0",NA,"Right","3",NA,"British Columbia"
"8042","1","Liberal","Wrong","5","Conservative","Ontario"
"8043","1","ndp","Wrong","3","Conservative","Saskatchewan"
"8044","1","Green","Wrong","1","Liberal","Quebec"
"8045","1","Liberal","Unsure","5","Other","Quebec"
"8046","1","Liberal","Wrong","3","Conservative","Ontario"
"8047","1","BlocQbc","Right","4","Liberal","Alberta"
"8048","1","Liberal","Right","4","BlocQbc","Quebec"
"8049","1","Conservative","Standstill","2","ndp","Quebec"
"8050","1","BlocQbc","Standstill","4","Conservative","Quebec"
"8051","1","ndp","Wrong","4","ndp","Ontario"
"8052","1","Conservative","Standstill","3","Liberal","Quebec"
"8053","1","Liberal","Unsure","1","Liberal","British Columbia"
"8054","1","Green","Unsure","3","Conservative","Ontario"
"8055","1","Conservative","Standstill","5","Liberal","Quebec"
"8056","1","Liberal","Right","4","ndp","British Columbia"
"8057","1","Liberal","Wrong","1","Liberal","Ontario"
"8058","1","Conservative","Right","1","Conservative","Ontario"
"8059","1","BlocQbc","Standstill","2","ndp","Quebec"
"8060","0",NA,"Wrong","2",NA,"Alberta"
"8061","1","Conservative","Standstill","2","Liberal","British Columbia"
"8062","1","Conservative","Right","2","Conservative","New Brunswick"
"8063","1","Conservative","Right","1","Conservative","Quebec"
"8064","1","ndp","Right","4","Conservative","Quebec"
"8065","0",NA,"Standstill","4",NA,"Ontario"
"8066","1","BlocQbc","Right","3","Liberal","Alberta"
"8067","1","Liberal","Right","2","Liberal","Saskatchewan"
"8068","1","Liberal","Wrong","2","Conservative","British Columbia"
"8069","1","Liberal","Wrong","4","Liberal","Ontario"
"8070","1","BlocQbc","Standstill","4","Liberal","British Columbia"
"8071","1","Liberal","Wrong","2","Liberal","Quebec"
"8072","1","Liberal","Unsure","2","BlocQbc","British Columbia"
"8073","1","Conservative","Wrong","2","Liberal","Ontario"
"8074","1","ndp","Wrong","4","Liberal","Ontario"
"8075","1","Liberal","Standstill","4","Liberal","Ontario"
"8076","1","Conservative","Right","2","Liberal","Ontario"
"8077","1","Liberal","Wrong","4","Conservative","Ontario"
"8078","1","Conservative","Right","2","Conservative","Quebec"
"8079","1","Conservative","Wrong","5","Conservative","Ontario"
"8080","1","Conservative","Wrong","5","Liberal","Ontario"
"8081","1","Liberal","Standstill","3","Liberal","British Columbia"
"8082","1","Liberal","Wrong","2","Liberal","Manitoba"
"8083","1","BlocQbc","Wrong","2","Liberal","Alberta"
"8084","1","ndp","Wrong","4","Liberal","British Columbia"
"8085","1","Liberal","Right","4","Liberal","Quebec"
"8086","1","Liberal","Right","2","Other","Ontario"
"8087","0",NA,"Standstill","4",NA,"Ontario"
"8088","1","Liberal","Standstill","4","Conservative","Ontario"
"8089","1","Conservative","Standstill","5","Liberal","British Columbia"
"8090","1","ndp","Standstill","4","Conservative","Ontario"
"8091","0",NA,"Standstill","5",NA,"British Columbia"
"8092","0",NA,"Right","2",NA,"Quebec"
"8093","0",NA,"Right","1",NA,"Ontario"
"8094","1","Conservative","Right","1","Liberal","Manitoba"
"8095","1","Liberal","Right","1","Conservative","Ontario"
"8096","1","PreferNot","Standstill","4","Liberal","Ontario"
"8097","1","Liberal","Right","2","Liberal","Ontario"
"8098","1","BlocQbc","Right","4","Liberal","Ontario"
"8099","1","Conservative","Wrong","3","Conservative","Quebec"
"8100","1","Liberal","Wrong","3","BlocQbc","Quebec"
"8101","1","Conservative","Unsure","4","BlocQbc","Alberta"
"8102","0",NA,"Right","2",NA,"Saskatchewan"
"8103","0",NA,"Right","5",NA,"Quebec"
"8104","1","Conservative","Wrong","5","Conservative","Quebec"
"8105","1","Liberal","Unsure","4","Liberal","Ontario"
"8106","1","PreferNot","Right","2","Liberal","Ontario"
"8107","1","Liberal","Right","2","Conservative","Ontario"
"8108","0",NA,"Wrong","4",NA,"Ontario"
"8109","1","Liberal","Right","1","Liberal","Quebec"
"8110","1","Conservative","Standstill","2","Green","Quebec"
"8111","1","Conservative","Standstill","2","Conservative","Quebec"
"8112","1","BlocQbc","Right","4","Conservative","Nova Scotia"
"8113","0",NA,"Right","2",NA,"British Columbia"
"8114","0",NA,"Right","3",NA,"Ontario"
"8115","1","Liberal","Right","5","BlocQbc","Quebec"
"8116","1","Conservative","Standstill","4","Liberal","Quebec"
"8117","1","Conservative","Wrong","3","Liberal","Alberta"
"8118","1","Liberal","Wrong","3","BlocQbc","British Columbia"
"8119","1","Conservative","Right","5","Conservative","Ontario"
"8120","1","Liberal","Right","2","Conservative","Quebec"
"8121","1","Liberal","Standstill","3","Liberal","Ontario"
"8122","1","Conservative","Right","1","Conservative","British Columbia"
"8123","1","Green","Right","1","BlocQbc","Ontario"
"8124","1","Conservative","Wrong","3","Liberal","Quebec"
"8125","1","Liberal","Right","3","ndp","Ontario"
"8126","1","Conservative","Standstill","2","Conservative","British Columbia"
"8127","1","Liberal","Right","5","Liberal","Quebec"
"8128","1","Liberal","Standstill","2","Liberal","Ontario"
"8129","0",NA,"Wrong","3",NA,"British Columbia"
"8130","0",NA,"Wrong","1",NA,"Ontario"
"8131","1","Liberal","Standstill","2","Liberal","British Columbia"
"8132","1","Conservative","Wrong","5","Conservative","Alberta"
"8133","1","Liberal","Wrong","1","Liberal","Alberta"
"8134","1","Liberal","Standstill","4","Liberal","Quebec"
"8135","1","Liberal","Right","3","Liberal","British Columbia"
"8136","1","Liberal","Right","3","Conservative","Ontario"
"8137","1","Liberal","Unsure","2","Liberal","Quebec"
"8138","1","Conservative","Right","4","Liberal","Alberta"
"8139","1","ndp","Wrong","3","Liberal","Ontario"
"8140","0",NA,"Right","2",NA,"Ontario"
"8141","1","Conservative","Right","1","Conservative","Ontario"
"8142","1","Liberal","Wrong","4","Liberal","Ontario"
"8143","1","Conservative","Wrong","4","Liberal","Ontario"
"8144","1","Liberal","Wrong","4","Conservative","Ontario"
"8145","1","Conservative","Wrong","3","Liberal","Quebec"
"8146","1","Green","Right","4","Conservative","Ontario"
"8147","1","Liberal","Standstill","3","Conservative","British Columbia"
"8148","1","Liberal","Wrong","5","Conservative","Quebec"
"8149","1","Conservative","Right","1","Liberal","Nunavut"
"8150","1","Conservative","Wrong","4","Liberal","British Columbia"
"8151","1","Liberal","Standstill","4","Liberal","British Columbia"
"8152","1","ndp","Wrong","4","Liberal","Quebec"
"8153","1","PreferNot","Unsure","5","Liberal","Alberta"
"8154","1","Liberal","Unsure","5","Conservative","Saskatchewan"
"8155","1","ndp","Wrong","2","Liberal","Saskatchewan"
"8156","1","Liberal","Right","2","Conservative","Ontario"
"8157","1","Liberal","Right","2","Green","Alberta"
"8158","1","Liberal","Unsure","5","Conservative","Quebec"
"8159","0",NA,"Standstill","4",NA,"Quebec"
"8160","1","Conservative","Right","2","Liberal","Quebec"
"8161","1","Conservative","Wrong","4","ndp","Ontario"
"8162","1","ndp","Standstill","3","Conservative","Ontario"
"8163","1","Conservative","Standstill","2","ndp","British Columbia"
"8164","1","ndp","Standstill","3","Conservative","Ontario"
"8165","0",NA,"Wrong","1",NA,"Ontario"
"8166","1","Conservative","Standstill","1","Liberal","Alberta"
"8167","1","Conservative","Wrong","5","Conservative","Quebec"
"8168","1","Conservative","Standstill","5","Other","Ontario"
"8169","1","Liberal","Right","4","Conservative","Saskatchewan"
"8170","1","Liberal","Wrong","3","Liberal","Quebec"
"8171","1","Liberal","Right","4","Conservative","Ontario"
"8172","1","Conservative","Right","3","Conservative","British Columbia"
"8173","1","Liberal","Wrong","3","BlocQbc","Ontario"
"8174","1","Conservative","Wrong","4","BlocQbc","British Columbia"
"8175","1","Conservative","Standstill","2","Green","Quebec"
"8176","1","Liberal","Right","4","Liberal","Quebec"
"8177","1","Conservative","Right","2","BlocQbc","Alberta"
"8178","0",NA,"Standstill","4",NA,"Ontario"
"8179","1","Liberal","Wrong","4","ndp","British Columbia"
"8180","1","Liberal","Standstill","2","Liberal","Manitoba"
"8181","1","Liberal","Wrong","2","Liberal","New Brunswick"
"8182","1","Liberal","Right","4","Conservative","Alberta"
"8183","1","Liberal","Standstill","4","Liberal","Ontario"
"8184","1","Liberal","Wrong","5","Conservative","Alberta"
"8185","0",NA,"Wrong","5",NA,"Alberta"
"8186","1","Conservative","Standstill","4","Conservative","Quebec"
"8187","1","BlocQbc","Right","5","BlocQbc","British Columbia"
"8188","0",NA,"Wrong","2",NA,"Nova Scotia"
"8189","1","Liberal","Standstill","3","Green","Nova Scotia"
"8190","0",NA,"Right","4",NA,"Quebec"
"8191","1","Conservative","Wrong","4","Liberal","British Columbia"
"8192","0",NA,"Right","4",NA,"Ontario"
"8193","1","Conservative","Wrong","4","Conservative","Manitoba"
"8194","0",NA,"Right","4",NA,"Quebec"
"8195","1","PreferNot","Wrong","3","ndp","Ontario"
"8196","1","Liberal","Standstill","5","ndp","Quebec"
"8197","1","Conservative","Right","2","Liberal","Alberta"
"8198","1","Conservative","Standstill","2","BlocQbc","Ontario"
"8199","1","BlocQbc","Right","2","Liberal","Quebec"
"8200","1","Liberal","Right","2","Liberal","Ontario"
"8201","0",NA,"Wrong","4",NA,"Alberta"
"8202","1","Conservative","Right","2","Conservative","Ontario"
"8203","0",NA,"Wrong","3",NA,"Quebec"
"8204","1","Liberal","Wrong","4","BlocQbc","Manitoba"
"8205","1","Liberal","Wrong","4","Green","Quebec"
"8206","1","Conservative","Wrong","1","Liberal","Quebec"
"8207","1","Liberal","Wrong","5","ndp","Ontario"
"8208","1","BlocQbc","Unsure","3","Liberal","British Columbia"
"8209","1","Liberal","Standstill","3","Liberal","Ontario"
"8210","1","Green","Right","2","Liberal","British Columbia"
"8211","1","Liberal","Standstill","3","Liberal","Alberta"
"8212","1","ndp","Standstill","2","Conservative","Nunavut"
"8213","1","Liberal","Wrong","5","Conservative","Quebec"
"8214","0",NA,"Right","3",NA,"Ontario"
"8215","1","Conservative","Right","5","Conservative","Ontario"
"8216","1","Conservative","Wrong","4","ndp","Ontario"
